,Movie_name,IMDB_rating,metascore,number_of_votes,year
1109,Blue Valentine,7.4,81,"168,800",2010
1110,Get Him to the Greek,6.4,65,"160,877",2010
1111,Hot Tub Time Machine,6.4,63,"153,104",2010
1112,Harry Potter and the Deathly Hallows: Part 2,8.1,87,"683,400",2011
1113,Captain America: The First Avenger,6.9,66,"647,348",2011
1114,X: First Class,7.7,65,"602,226",2011
1115,Drive,7.8,78,"516,953",2011
1116,Rise of the Planet of the Apes,7.6,68,"469,648",2011
1117,Source Code,7.5,74,"448,578",2011
1118,"Crazy, Stupid, Love.",7.4,68,"433,971",2011
1119,Mission: Impossible - Ghost Protocol,7.4,73,"424,600",2011
1120,Warrior,8.2,71,"400,364",2011
1121,The Help,8.1,62,"388,925",2011
1122,The Girl with the Dragon Tattoo,7.8,71,"384,770",2011
1123,Midnight in Paris,7.7,81,"353,494",2011
1124,The Cabin in the Woods,7.0,72,"334,984",2011
1125,Fast Five,7.3,66,"327,390",2011
1126,Moneyball,7.6,87,"323,515",2011
1127,Super 8,7.0,72,"318,788",2011
1128,Friends with Benefits,6.6,63,"314,872",2011
1129,50/50,7.7,72,"298,748",2011
1130,Hugo,7.5,83,"283,053",2011
1131,Bridesmaids,6.8,75,"247,768",2011
1132,The Grey,6.8,64,"227,474",2011
1133,Kung Fu Panda 2,7.2,67,"225,424",2011
1134,The Descendants,7.3,84,"222,629",2011
1135,The Artist,7.9,89,"216,072",2011
1136,Rango,7.2,75,"213,864",2011
1137,The Ides of March,7.1,67,"206,595",2011
1138,The Adventures of Tintin,7.3,68,"201,059",2011
1139,Contagion,6.6,70,"200,332",2011
1140,Harry Potter and the Deathly Hallows: Part 2,8.1,87,"683,400",2011
1141,Captain America: The First Avenger,6.9,66,"647,348",2011
1142,X: First Class,7.7,65,"602,226",2011
1143,Drive,7.8,78,"516,953",2011
1144,Rise of the Planet of the Apes,7.6,68,"469,648",2011
1145,Source Code,7.5,74,"448,578",2011
1146,"Crazy, Stupid, Love.",7.4,68,"433,971",2011
1147,Mission: Impossible - Ghost Protocol,7.4,73,"424,600",2011
1148,Warrior,8.2,71,"400,364",2011
1149,The Help,8.1,62,"388,925",2011
1150,The Girl with the Dragon Tattoo,7.8,71,"384,770",2011
1151,Midnight in Paris,7.7,81,"353,494",2011
1152,The Cabin in the Woods,7.0,72,"334,984",2011
1153,Fast Five,7.3,66,"327,390",2011
1154,Moneyball,7.6,87,"323,515",2011
1155,Super 8,7.0,72,"318,788",2011
1156,Friends with Benefits,6.6,63,"314,872",2011
1157,50/50,7.7,72,"298,748",2011
1158,Hugo,7.5,83,"283,053",2011
1159,Bridesmaids,6.8,75,"247,768",2011
1160,The Grey,6.8,64,"227,474",2011
1161,Kung Fu Panda 2,7.2,67,"225,424",2011
1162,The Descendants,7.3,84,"222,629",2011
1163,The Artist,7.9,89,"216,072",2011
1164,Rango,7.2,75,"213,864",2011
1165,The Ides of March,7.1,67,"206,595",2011
1166,The Adventures of Tintin,7.3,68,"201,059",2011
1167,Contagion,6.6,70,"200,332",2011
1168,Harry Potter and the Deathly Hallows: Part 2,8.1,87,"683,400",2011
1169,Captain America: The First Avenger,6.9,66,"647,348",2011
1170,X: First Class,7.7,65,"602,226",2011
1171,Drive,7.8,78,"516,953",2011
1172,Rise of the Planet of the Apes,7.6,68,"469,648",2011
1173,Source Code,7.5,74,"448,578",2011
1174,"Crazy, Stupid, Love.",7.4,68,"433,971",2011
1175,Mission: Impossible - Ghost Protocol,7.4,73,"424,600",2011
1176,Warrior,8.2,71,"400,364",2011
1177,The Help,8.1,62,"388,925",2011
1178,The Girl with the Dragon Tattoo,7.8,71,"384,770",2011
1179,Midnight in Paris,7.7,81,"353,494",2011
1180,The Cabin in the Woods,7.0,72,"334,984",2011
1181,Fast Five,7.3,66,"327,390",2011
1182,Moneyball,7.6,87,"323,515",2011
1183,Super 8,7.0,72,"318,788",2011
1184,Friends with Benefits,6.6,63,"314,872",2011
1185,50/50,7.7,72,"298,748",2011
1186,Hugo,7.5,83,"283,053",2011
1187,Bridesmaids,6.8,75,"247,768",2011
1188,The Grey,6.8,64,"227,474",2011
1189,Kung Fu Panda 2,7.2,67,"225,424",2011
1190,The Descendants,7.3,84,"222,629",2011
1191,The Artist,7.9,89,"216,072",2011
1192,Rango,7.2,75,"213,864",2011
1193,The Ides of March,7.1,67,"206,595",2011
1194,The Adventures of Tintin,7.3,68,"201,059",2011
1195,Contagion,6.6,70,"200,332",2011
1196,Harry Potter and the Deathly Hallows: Part 2,8.1,87,"683,400",2011
1197,Captain America: The First Avenger,6.9,66,"647,348",2011
1198,X: First Class,7.7,65,"602,226",2011
1199,Drive,7.8,78,"516,953",2011
1200,Rise of the Planet of the Apes,7.6,68,"469,648",2011
1201,Source Code,7.5,74,"448,578",2011
1202,"Crazy, Stupid, Love.",7.4,68,"433,971",2011
1203,Mission: Impossible - Ghost Protocol,7.4,73,"424,600",2011
1204,Warrior,8.2,71,"400,364",2011
1205,The Help,8.1,62,"388,925",2011
1206,The Girl with the Dragon Tattoo,7.8,71,"384,770",2011
1207,Midnight in Paris,7.7,81,"353,494",2011
1208,The Cabin in the Woods,7.0,72,"334,984",2011
1209,Fast Five,7.3,66,"327,390",2011
1210,Moneyball,7.6,87,"323,515",2011
1211,Super 8,7.0,72,"318,788",2011
1212,Friends with Benefits,6.6,63,"314,872",2011
1213,50/50,7.7,72,"298,748",2011
1214,Hugo,7.5,83,"283,053",2011
1215,Bridesmaids,6.8,75,"247,768",2011
1216,The Grey,6.8,64,"227,474",2011
1217,Kung Fu Panda 2,7.2,67,"225,424",2011
1218,The Descendants,7.3,84,"222,629",2011
1219,The Artist,7.9,89,"216,072",2011
1220,Rango,7.2,75,"213,864",2011
1221,The Ides of March,7.1,67,"206,595",2011
1222,The Adventures of Tintin,7.3,68,"201,059",2011
1223,Contagion,6.6,70,"200,332",2011
1224,The Dark Knight Rises,8.4,78,"1,370,649",2012
1225,Django Unchained,8.4,81,"1,194,293",2012
1226,The Avengers,8.1,69,"1,159,937",2012
1227,The Hunger Games,7.2,68,"789,923",2012
1228,Silver Linings Playbook,7.7,81,"617,164",2012
1229,Skyfall,7.8,81,"588,451",2012
1230,Prometheus,7.0,64,"535,282",2012
1231,Ted,6.9,62,"534,485",2012
1232,Argo,7.7,86,"530,722",2012
1233,Life of Pi,7.9,79,"529,691",2012
1234,The Amazing Spider-Man,7.0,66,"520,109",2012
1235,Looper,7.4,84,"496,474",2012
1236,21 Jump Street,7.2,69,"473,929",2012
1237,The Perks of Being a Wallflower,8.0,67,"419,422",2012
1238,Wreck-It Ralph,7.7,72,"338,915",2012
1239,Brave,7.1,69,"334,725",2012
1240,Flight,7.3,76,"300,706",2012
1241,Moonrise Kingdom,7.8,84,"289,217",2012
1242,Les Misérables,7.6,63,"283,553",2012
1243,The Bourne Legacy,6.7,61,"266,774",2012
1244,Pitch Perfect,7.2,66,"254,272",2012
1245,Zero Dark Thirty,7.4,95,"248,735",2012
1246,Jagten,8.3,77,"237,490",2012
1247,Chronicle,7.1,69,"228,028",2012
1248,Lincoln,7.4,86,"227,148",2012
1249,The Place Beyond the Pines,7.3,68,"224,993",2012
1250,Seven Psychopaths,7.2,66,"221,777",2012
1251,End of Watch,7.6,68,"209,797",2012
1252,Lo imposible,7.6,73,"175,920",2012
1253,The Dark Knight Rises,8.4,78,"1,370,649",2012
1254,Django Unchained,8.4,81,"1,194,293",2012
1255,The Avengers,8.1,69,"1,159,937",2012
1256,The Hunger Games,7.2,68,"789,923",2012
1257,Silver Linings Playbook,7.7,81,"617,164",2012
1258,Skyfall,7.8,81,"588,451",2012
1259,Prometheus,7.0,64,"535,282",2012
1260,Ted,6.9,62,"534,485",2012
1261,Argo,7.7,86,"530,722",2012
1262,Life of Pi,7.9,79,"529,691",2012
1263,The Amazing Spider-Man,7.0,66,"520,109",2012
1264,Looper,7.4,84,"496,474",2012
1265,21 Jump Street,7.2,69,"473,929",2012
1266,The Perks of Being a Wallflower,8.0,67,"419,422",2012
1267,Wreck-It Ralph,7.7,72,"338,915",2012
1268,Brave,7.1,69,"334,725",2012
1269,Flight,7.3,76,"300,706",2012
1270,Moonrise Kingdom,7.8,84,"289,217",2012
1271,Les Misérables,7.6,63,"283,553",2012
1272,The Bourne Legacy,6.7,61,"266,774",2012
1273,Pitch Perfect,7.2,66,"254,272",2012
1274,Zero Dark Thirty,7.4,95,"248,735",2012
1275,Jagten,8.3,77,"237,490",2012
1276,Chronicle,7.1,69,"228,028",2012
1277,Lincoln,7.4,86,"227,148",2012
1278,The Place Beyond the Pines,7.3,68,"224,993",2012
1279,Seven Psychopaths,7.2,66,"221,777",2012
1280,End of Watch,7.6,68,"209,797",2012
1281,Lo imposible,7.6,73,"175,920",2012
1282,The Dark Knight Rises,8.4,78,"1,370,649",2012
1283,Django Unchained,8.4,81,"1,194,293",2012
1284,The Avengers,8.1,69,"1,159,937",2012
1285,The Hunger Games,7.2,68,"789,923",2012
1286,Silver Linings Playbook,7.7,81,"617,164",2012
1287,Skyfall,7.8,81,"588,451",2012
1288,Prometheus,7.0,64,"535,282",2012
1289,Ted,6.9,62,"534,485",2012
1290,Argo,7.7,86,"530,722",2012
1291,Life of Pi,7.9,79,"529,691",2012
1292,The Amazing Spider-Man,7.0,66,"520,109",2012
1293,Looper,7.4,84,"496,474",2012
1294,21 Jump Street,7.2,69,"473,929",2012
1295,The Perks of Being a Wallflower,8.0,67,"419,422",2012
1296,Wreck-It Ralph,7.7,72,"338,915",2012
1297,Brave,7.1,69,"334,725",2012
1298,Flight,7.3,76,"300,706",2012
1299,Moonrise Kingdom,7.8,84,"289,217",2012
1300,Les Misérables,7.6,63,"283,553",2012
1301,The Bourne Legacy,6.7,61,"266,774",2012
1302,Pitch Perfect,7.2,66,"254,272",2012
1303,Zero Dark Thirty,7.4,95,"248,735",2012
1304,Jagten,8.3,77,"237,490",2012
1305,Chronicle,7.1,69,"228,028",2012
1306,Lincoln,7.4,86,"227,148",2012
1307,The Place Beyond the Pines,7.3,68,"224,993",2012
1308,Seven Psychopaths,7.2,66,"221,777",2012
1309,End of Watch,7.6,68,"209,797",2012
1310,Lo imposible,7.6,73,"175,920",2012
1311,The Dark Knight Rises,8.4,78,"1,370,649",2012
1312,Django Unchained,8.4,81,"1,194,293",2012
1313,The Avengers,8.1,69,"1,159,937",2012
1314,The Hunger Games,7.2,68,"789,923",2012
1315,Silver Linings Playbook,7.7,81,"617,164",2012
1316,Skyfall,7.8,81,"588,451",2012
1317,Prometheus,7.0,64,"535,282",2012
1318,Ted,6.9,62,"534,485",2012
1319,Argo,7.7,86,"530,722",2012
1320,Life of Pi,7.9,79,"529,691",2012
1321,The Amazing Spider-Man,7.0,66,"520,109",2012
1322,Looper,7.4,84,"496,474",2012
1323,21 Jump Street,7.2,69,"473,929",2012
1324,The Perks of Being a Wallflower,8.0,67,"419,422",2012
1325,Wreck-It Ralph,7.7,72,"338,915",2012
1326,Brave,7.1,69,"334,725",2012
1327,Flight,7.3,76,"300,706",2012
1328,Moonrise Kingdom,7.8,84,"289,217",2012
1329,Les Misérables,7.6,63,"283,553",2012
1330,The Bourne Legacy,6.7,61,"266,774",2012
1331,Pitch Perfect,7.2,66,"254,272",2012
1332,Zero Dark Thirty,7.4,95,"248,735",2012
1333,Jagten,8.3,77,"237,490",2012
1334,Chronicle,7.1,69,"228,028",2012
1335,Lincoln,7.4,86,"227,148",2012
1336,The Place Beyond the Pines,7.3,68,"224,993",2012
1337,Seven Psychopaths,7.2,66,"221,777",2012
1338,End of Watch,7.6,68,"209,797",2012
1339,Lo imposible,7.6,73,"175,920",2012
1340,The Wolf of Wall Street,8.2,75,"1,019,983",2013
1341,Gravity,7.7,96,"702,100",2013
1342,Iron Man Three,7.2,62,"676,394",2013
1343,The Hunger Games: Catching Fire,7.5,76,"570,926",2013
1344,12 Years a Slave,8.1,96,"570,741",2013
1345,The Hobbit: The Desolation of Smaug,7.8,66,"561,188",2013
1346,World War Z,7.0,63,"548,064",2013
1347,Prisoners,8.1,74,"519,296",2013
1348,Frozen,7.5,74,"511,539",2013
1349,Her,8.0,90,"460,211",2013
1350,Star Trek Into Darkness,7.7,72,"443,394",2013
1351,Pacific Rim,6.9,65,"440,339",2013
1352,American Hustle,7.2,90,"415,315",2013
1353,Dallas Buyers Club,8.0,84,"399,059",2013
1354,The Wolverine,6.7,61,"396,153",2013
1355,Elysium,6.6,61,"392,419",2013
1356,The Conjuring,7.5,68,"390,626",2013
1357,Rush,8.1,75,"387,934",2013
1358,Captain Phillips,7.8,83,"384,090",2013
1359,This Is the End,6.6,67,"357,644",2013
1360,Furious 6,7.1,61,"344,240",2013
1361,Despicable Me 2,7.4,62,"340,941",2013
1362,Monsters University,7.3,65,"288,569",2013
1363,Snowpiercer,7.1,84,"233,202",2013
1364,The World's End,7.0,81,"230,355",2013
1365,Don Jon,6.6,66,"214,833",2013
1366,The Wolf of Wall Street,8.2,75,"1,019,983",2013
1367,Gravity,7.7,96,"702,100",2013
1368,Iron Man Three,7.2,62,"676,394",2013
1369,The Hunger Games: Catching Fire,7.5,76,"570,926",2013
1370,12 Years a Slave,8.1,96,"570,741",2013
1371,The Hobbit: The Desolation of Smaug,7.8,66,"561,188",2013
1372,World War Z,7.0,63,"548,064",2013
1373,Prisoners,8.1,74,"519,296",2013
1374,Frozen,7.5,74,"511,539",2013
1375,Her,8.0,90,"460,211",2013
1376,Star Trek Into Darkness,7.7,72,"443,394",2013
1377,Pacific Rim,6.9,65,"440,339",2013
1378,American Hustle,7.2,90,"415,315",2013
1379,Dallas Buyers Club,8.0,84,"399,059",2013
1380,The Wolverine,6.7,61,"396,153",2013
1381,Elysium,6.6,61,"392,419",2013
1382,The Conjuring,7.5,68,"390,626",2013
1383,Rush,8.1,75,"387,934",2013
1384,Captain Phillips,7.8,83,"384,090",2013
1385,This Is the End,6.6,67,"357,644",2013
1386,Furious 6,7.1,61,"344,240",2013
1387,Despicable Me 2,7.4,62,"340,941",2013
1388,Monsters University,7.3,65,"288,569",2013
1389,Snowpiercer,7.1,84,"233,202",2013
1390,The World's End,7.0,81,"230,355",2013
1391,Don Jon,6.6,66,"214,833",2013
1392,The Wolf of Wall Street,8.2,75,"1,019,983",2013
1393,Gravity,7.7,96,"702,100",2013
1394,Iron Man Three,7.2,62,"676,394",2013
1395,The Hunger Games: Catching Fire,7.5,76,"570,926",2013
1396,12 Years a Slave,8.1,96,"570,741",2013
1397,The Hobbit: The Desolation of Smaug,7.8,66,"561,188",2013
1398,World War Z,7.0,63,"548,064",2013
1399,Prisoners,8.1,74,"519,296",2013
1400,Frozen,7.5,74,"511,539",2013
1401,Her,8.0,90,"460,211",2013
1402,Star Trek Into Darkness,7.7,72,"443,394",2013
1403,Pacific Rim,6.9,65,"440,339",2013
1404,American Hustle,7.2,90,"415,315",2013
1405,Dallas Buyers Club,8.0,84,"399,059",2013
1406,The Wolverine,6.7,61,"396,153",2013
1407,Elysium,6.6,61,"392,419",2013
1408,The Conjuring,7.5,68,"390,626",2013
1409,Rush,8.1,75,"387,934",2013
1410,Captain Phillips,7.8,83,"384,090",2013
1411,This Is the End,6.6,67,"357,644",2013
1412,Furious 6,7.1,61,"344,240",2013
1413,Despicable Me 2,7.4,62,"340,941",2013
1414,Monsters University,7.3,65,"288,569",2013
1415,Snowpiercer,7.1,84,"233,202",2013
1416,The World's End,7.0,81,"230,355",2013
1417,Don Jon,6.6,66,"214,833",2013
1418,The Wolf of Wall Street,8.2,75,"1,019,983",2013
1419,Gravity,7.7,96,"702,100",2013
1420,Iron Man Three,7.2,62,"676,394",2013
1421,The Hunger Games: Catching Fire,7.5,76,"570,926",2013
1422,12 Years a Slave,8.1,96,"570,741",2013
1423,The Hobbit: The Desolation of Smaug,7.8,66,"561,188",2013
1424,World War Z,7.0,63,"548,064",2013
1425,Prisoners,8.1,74,"519,296",2013
1426,Frozen,7.5,74,"511,539",2013
1427,Her,8.0,90,"460,211",2013
1428,Star Trek Into Darkness,7.7,72,"443,394",2013
1429,Pacific Rim,6.9,65,"440,339",2013
1430,American Hustle,7.2,90,"415,315",2013
1431,Dallas Buyers Club,8.0,84,"399,059",2013
1432,The Wolverine,6.7,61,"396,153",2013
1433,Elysium,6.6,61,"392,419",2013
1434,The Conjuring,7.5,68,"390,626",2013
1435,Rush,8.1,75,"387,934",2013
1436,Captain Phillips,7.8,83,"384,090",2013
1437,This Is the End,6.6,67,"357,644",2013
1438,Furious 6,7.1,61,"344,240",2013
1439,Despicable Me 2,7.4,62,"340,941",2013
1440,Monsters University,7.3,65,"288,569",2013
1441,Snowpiercer,7.1,84,"233,202",2013
1442,The World's End,7.0,81,"230,355",2013
1443,Don Jon,6.6,66,"214,833",2013
1444,Interstellar,8.6,74,"1,274,133",2014
1445,Guardians of the Galaxy,8.1,76,"923,332",2014
1446,Gone Girl,8.1,79,"751,674",2014
1447,Captain America: The Winter Soldier,7.8,70,"647,182",2014
1448,The Grand Budapest Hotel,8.1,88,"626,106",2014
1449,The Imitation Game,8.0,73,"612,230",2014
1450,X-Men: Days of Future Past,8.0,75,"612,176",2014
1451,Whiplash,8.5,88,"604,057",2014
1452,Edge of Tomorrow,7.9,71,"540,459",2014
1453,Birdman or (The Unexpected Virtue of Ignorance),7.7,88,"512,802",2014
1454,John Wick,7.3,68,"424,317",2014
1455,Ex Machina,7.7,78,"418,286",2014
1456,Nightcrawler,7.9,76,"398,945",2014
1457,Lucy,6.4,61,"398,854",2014
1458,American Sniper,7.3,72,"398,038",2014
1459,Dawn of the Planet of the Apes,7.6,79,"386,869",2014
1460,Fury,7.6,64,"377,775",2014
1461,The Hunger Games: Mockingjay - Part 1,6.7,64,"374,916",2014
1462,Big Hero 6,7.8,74,"365,330",2014
1463,The Theory of Everything,7.7,72,"356,600",2014
1464,Godzilla,6.4,62,"343,863",2014
1465,22 Jump Street,7.0,71,"316,237",2014
1466,Boyhood,7.9,100,"313,617",2014
1467,The Fault in Our Stars,7.7,69,"311,604",2014
1468,The Lego Movie,7.8,83,"300,782",2014
1469,How to Train Your Dragon 2,7.8,76,"272,838",2014
1470,Neighbors,6.3,68,"263,661",2014
1471,Noah,5.8,68,"227,682",2014
1472,Predestination,7.5,69,"222,643",2014
1473,It Follows,6.8,83,"179,733",2014
1474,Chef,7.3,68,"171,471",2014
1475,Interstellar,8.6,74,"1,274,133",2014
1476,Guardians of the Galaxy,8.1,76,"923,332",2014
1477,Gone Girl,8.1,79,"751,674",2014
1478,Captain America: The Winter Soldier,7.8,70,"647,182",2014
1479,The Grand Budapest Hotel,8.1,88,"626,106",2014
1480,The Imitation Game,8.0,73,"612,230",2014
1481,X-Men: Days of Future Past,8.0,75,"612,176",2014
1482,Whiplash,8.5,88,"604,057",2014
1483,Edge of Tomorrow,7.9,71,"540,459",2014
1484,Birdman or (The Unexpected Virtue of Ignorance),7.7,88,"512,802",2014
1485,John Wick,7.3,68,"424,317",2014
1486,Ex Machina,7.7,78,"418,286",2014
1487,Nightcrawler,7.9,76,"398,945",2014
1488,Lucy,6.4,61,"398,854",2014
1489,American Sniper,7.3,72,"398,038",2014
1490,Dawn of the Planet of the Apes,7.6,79,"386,869",2014
1491,Fury,7.6,64,"377,775",2014
1492,The Hunger Games: Mockingjay - Part 1,6.7,64,"374,916",2014
1493,Big Hero 6,7.8,74,"365,330",2014
1494,The Theory of Everything,7.7,72,"356,600",2014
1495,Godzilla,6.4,62,"343,863",2014
1496,22 Jump Street,7.0,71,"316,237",2014
1497,Boyhood,7.9,100,"313,617",2014
1498,The Fault in Our Stars,7.7,69,"311,604",2014
1499,The Lego Movie,7.8,83,"300,782",2014
1500,How to Train Your Dragon 2,7.8,76,"272,838",2014
1501,Neighbors,6.3,68,"263,661",2014
1502,Noah,5.8,68,"227,682",2014
1503,Predestination,7.5,69,"222,643",2014
1504,It Follows,6.8,83,"179,733",2014
1505,Chef,7.3,68,"171,471",2014
1506,Interstellar,8.6,74,"1,274,133",2014
1507,Guardians of the Galaxy,8.1,76,"923,332",2014
1508,Gone Girl,8.1,79,"751,674",2014
1509,Captain America: The Winter Soldier,7.8,70,"647,182",2014
1510,The Grand Budapest Hotel,8.1,88,"626,106",2014
1511,The Imitation Game,8.0,73,"612,230",2014
1512,X-Men: Days of Future Past,8.0,75,"612,176",2014
1513,Whiplash,8.5,88,"604,057",2014
1514,Edge of Tomorrow,7.9,71,"540,459",2014
1515,Birdman or (The Unexpected Virtue of Ignorance),7.7,88,"512,802",2014
1516,John Wick,7.3,68,"424,317",2014
1517,Ex Machina,7.7,78,"418,286",2014
1518,Nightcrawler,7.9,76,"398,945",2014
1519,Lucy,6.4,61,"398,854",2014
1520,American Sniper,7.3,72,"398,038",2014
1521,Dawn of the Planet of the Apes,7.6,79,"386,869",2014
1522,Fury,7.6,64,"377,775",2014
1523,The Hunger Games: Mockingjay - Part 1,6.7,64,"374,916",2014
1524,Big Hero 6,7.8,74,"365,330",2014
1525,The Theory of Everything,7.7,72,"356,600",2014
1526,Godzilla,6.4,62,"343,863",2014
1527,22 Jump Street,7.0,71,"316,237",2014
1528,Boyhood,7.9,100,"313,617",2014
1529,The Fault in Our Stars,7.7,69,"311,604",2014
1530,The Lego Movie,7.8,83,"300,782",2014
1531,How to Train Your Dragon 2,7.8,76,"272,838",2014
1532,Neighbors,6.3,68,"263,661",2014
1533,Noah,5.8,68,"227,682",2014
1534,Predestination,7.5,69,"222,643",2014
1535,It Follows,6.8,83,"179,733",2014
1536,Chef,7.3,68,"171,471",2014
1537,Interstellar,8.6,74,"1,274,133",2014
1538,Guardians of the Galaxy,8.1,76,"923,332",2014
1539,Gone Girl,8.1,79,"751,674",2014
1540,Captain America: The Winter Soldier,7.8,70,"647,182",2014
1541,The Grand Budapest Hotel,8.1,88,"626,106",2014
1542,The Imitation Game,8.0,73,"612,230",2014
1543,X-Men: Days of Future Past,8.0,75,"612,176",2014
1544,Whiplash,8.5,88,"604,057",2014
1545,Edge of Tomorrow,7.9,71,"540,459",2014
1546,Birdman or (The Unexpected Virtue of Ignorance),7.7,88,"512,802",2014
1547,John Wick,7.3,68,"424,317",2014
1548,Ex Machina,7.7,78,"418,286",2014
1549,Nightcrawler,7.9,76,"398,945",2014
1550,Lucy,6.4,61,"398,854",2014
1551,American Sniper,7.3,72,"398,038",2014
1552,Dawn of the Planet of the Apes,7.6,79,"386,869",2014
1553,Fury,7.6,64,"377,775",2014
1554,The Hunger Games: Mockingjay - Part 1,6.7,64,"374,916",2014
1555,Big Hero 6,7.8,74,"365,330",2014
1556,The Theory of Everything,7.7,72,"356,600",2014
1557,Godzilla,6.4,62,"343,863",2014
1558,22 Jump Street,7.0,71,"316,237",2014
1559,Boyhood,7.9,100,"313,617",2014
1560,The Fault in Our Stars,7.7,69,"311,604",2014
1561,The Lego Movie,7.8,83,"300,782",2014
1562,How to Train Your Dragon 2,7.8,76,"272,838",2014
1563,Neighbors,6.3,68,"263,661",2014
1564,Noah,5.8,68,"227,682",2014
1565,Predestination,7.5,69,"222,643",2014
1566,It Follows,6.8,83,"179,733",2014
1567,Chef,7.3,68,"171,471",2014
1568,Star Wars: Episode VII - The Force Awakens,8.0,81,"776,603",2015
1569,Mad Max: Fury Road,8.1,90,"769,481",2015
1570,The Martian,8.0,80,"669,378",2015
1571,Avengers: Age of Ultron,7.4,66,"640,420",2015
1572,The Revenant,8.0,76,"610,423",2015
1573,Inside Out,8.2,94,"526,902",2015
1574,Ant-Man,7.3,64,"483,216",2015
1575,The Hateful Eight,7.8,68,"426,083",2015
1576,Spotlight,8.1,93,"359,253",2015
1577,Furious Seven,7.2,67,"332,349",2015
1578,Sicario,7.6,82,"323,792",2015
1579,Room,8.2,86,"310,214",2015
1580,Mission: Impossible - Rogue Nation,7.4,75,"307,884",2015
1581,The Big Short,7.8,81,"304,477",2015
1582,Bridge of Spies,7.6,81,"260,399",2015
1583,The Hunger Games: Mockingjay - Part 2,6.6,65,"248,075",2015
1584,Creed,7.6,82,"220,849",2015
1585,Spy,7.0,75,"212,261",2015
1586,Everest,7.1,64,"179,580",2015
1587,The Lobster,7.1,82,"178,622",2015
1588,Straight Outta Compton,7.9,72,"163,780",2015
1589,Black Mass,6.9,68,"154,664",2015
1590,The VVitch: A New-England Folktale,6.8,83,"150,257",2015
1591,The Danish Girl,7.1,66,"145,111",2015
1592,Cinderella,6.9,67,"140,338",2015
1593,Steve Jobs,7.2,82,"137,361",2015
1594,Star Wars: Episode VII - The Force Awakens,8.0,81,"776,603",2015
1595,Mad Max: Fury Road,8.1,90,"769,481",2015
1596,The Martian,8.0,80,"669,378",2015
1597,Avengers: Age of Ultron,7.4,66,"640,420",2015
1598,The Revenant,8.0,76,"610,423",2015
1599,Inside Out,8.2,94,"526,902",2015
1600,Ant-Man,7.3,64,"483,216",2015
1601,The Hateful Eight,7.8,68,"426,083",2015
1602,Spotlight,8.1,93,"359,253",2015
1603,Furious Seven,7.2,67,"332,349",2015
1604,Sicario,7.6,82,"323,792",2015
1605,Room,8.2,86,"310,214",2015
1606,Mission: Impossible - Rogue Nation,7.4,75,"307,884",2015
1607,The Big Short,7.8,81,"304,477",2015
1608,Bridge of Spies,7.6,81,"260,399",2015
1609,The Hunger Games: Mockingjay - Part 2,6.6,65,"248,075",2015
1610,Creed,7.6,82,"220,849",2015
1611,Spy,7.0,75,"212,261",2015
1612,Everest,7.1,64,"179,580",2015
1613,The Lobster,7.1,82,"178,622",2015
1614,Straight Outta Compton,7.9,72,"163,780",2015
1615,Black Mass,6.9,68,"154,664",2015
1616,The VVitch: A New-England Folktale,6.8,83,"150,257",2015
1617,The Danish Girl,7.1,66,"145,111",2015
1618,Cinderella,6.9,67,"140,338",2015
1619,Steve Jobs,7.2,82,"137,361",2015
1620,Star Wars: Episode VII - The Force Awakens,8.0,81,"776,603",2015
1621,Mad Max: Fury Road,8.1,90,"769,481",2015
1622,The Martian,8.0,80,"669,378",2015
1623,Avengers: Age of Ultron,7.4,66,"640,420",2015
1624,The Revenant,8.0,76,"610,423",2015
1625,Inside Out,8.2,94,"526,902",2015
1626,Ant-Man,7.3,64,"483,216",2015
1627,The Hateful Eight,7.8,68,"426,083",2015
1628,Spotlight,8.1,93,"359,253",2015
1629,Furious Seven,7.2,67,"332,349",2015
1630,Sicario,7.6,82,"323,792",2015
1631,Room,8.2,86,"310,214",2015
1632,Mission: Impossible - Rogue Nation,7.4,75,"307,884",2015
1633,The Big Short,7.8,81,"304,477",2015
1634,Bridge of Spies,7.6,81,"260,399",2015
1635,The Hunger Games: Mockingjay - Part 2,6.6,65,"248,075",2015
1636,Creed,7.6,82,"220,849",2015
1637,Spy,7.0,75,"212,261",2015
1638,Everest,7.1,64,"179,580",2015
1639,The Lobster,7.1,82,"178,622",2015
1640,Straight Outta Compton,7.9,72,"163,780",2015
1641,Black Mass,6.9,68,"154,664",2015
1642,The VVitch: A New-England Folktale,6.8,83,"150,257",2015
1643,The Danish Girl,7.1,66,"145,111",2015
1644,Cinderella,6.9,67,"140,338",2015
1645,Steve Jobs,7.2,82,"137,361",2015
1646,Star Wars: Episode VII - The Force Awakens,8.0,81,"776,603",2015
1647,Mad Max: Fury Road,8.1,90,"769,481",2015
1648,The Martian,8.0,80,"669,378",2015
1649,Avengers: Age of Ultron,7.4,66,"640,420",2015
1650,The Revenant,8.0,76,"610,423",2015
1651,Inside Out,8.2,94,"526,902",2015
1652,Ant-Man,7.3,64,"483,216",2015
1653,The Hateful Eight,7.8,68,"426,083",2015
1654,Spotlight,8.1,93,"359,253",2015
1655,Furious Seven,7.2,67,"332,349",2015
1656,Sicario,7.6,82,"323,792",2015
1657,Room,8.2,86,"310,214",2015
1658,Mission: Impossible - Rogue Nation,7.4,75,"307,884",2015
